time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
4/8/2020 10:30,4,4,5,-1,2,2,2
4/8/2020 10:00,2,4,5,-1,1,2,2
4/8/2020 11:00,4,4,5,-1,0,2,2
4/8/2020 10:35,3,3,4,-1,2,2,2
4/8/2020 11:30,4,4,5,-1,1,1,2
4/8/2020 10:35,3,5,6,-1,0,2,2
4/8/2020 11:40,3,4,5,-1,1,1,2
4/8/2020 10:15,2,4,5,-1,2,1,2
4/8/2020 11:20,4,3,5,-1,1,3,2
4/8/2020 10:30,1,4,6,-1,1,2,2
4/8/2020 9:20,2,4,5,-1,1,3,2
4/8/2020 8:40,2,3,5,-1,0,2,2
4/8/2020 8:50,3,3,5,-1,0,4,2
4/8/2020 10:45,3,4,4,-1,0,2,2
4/8/2020 9:35,3,4,4,-1,1,2,2
4/8/2020 8:40,3,3,5,-1,1,2,2
4/8/2020 9:25,4,3,4,-1,1,2,2
4/8/2020 12:00,3,4,5,-1,1,2,2
4/8/2020 11:00,3,4,6,-1,0,1,2
4/8/2020 9:30,4,3,5,-1,1,2,2
4/8/2020 15:20,4,4,4,-1,2,2,2
4/8/2020 9:40,3,4,4,-1,2,2,2
4/8/2020 10:30,2,3,5,-1,2,0,2
4/8/2020 10:00,3,5,6,-1,0,3,2
4/8/2020 8:55,3,4,6,-1,1,3,2
4/8/2020 10:20,2,3,4,-1,2,2,2
4/8/2020 9:10,3,4,5,-1,1,1,2
4/8/2020 9:50,3,4,5,-1,1,2,2
4/8/2020 9:20,1,4,5,-1,1,3,2
4/8/2020 9:00,2,4,4,-1,3,1,2
4/8/2020 9:05,3,5,5,-1,1,1,2
4/8/2020 9:30,4,3,6,-1,0,1,2
4/8/2020 9:45,4,3,5,-1,1,2,2
4/8/2020 9:55,3,4,5,-1,1,2,2
4/8/2020 10:30,2,5,4,-1,1,1,2
4/8/2020 9:35,4,4,6,-1,1,2,2
4/8/2020 11:50,3,4,5,-1,1,1,2
4/8/2020 11:25,4,3,6,-1,0,3,2
4/8/2020 9:30,3,4,5,-1,1,2,2
4/8/2020 9:15,4,4,5,-1,0,3,2
4/8/2020 9:45,4,5,4,-1,2,2,2
4/8/2020 9:25,2,4,7,-1,1,2,2
4/8/2020 9:05,3,3,5,-1,1,2,2
4/8/2020 13:25,2,3,5,-1,1,1,2
4/8/2020 11:00,4,5,5,-1,2,2,2
4/8/2020 10:30,2,4,5,-1,0,2,2
4/8/2020 11:40,3,4,5,-1,0,2,2
4/8/2020 10:15,3,3,7,-1,1,3,2
4/8/2020 9:15,3,3,6,-1,2,2,2
4/8/2020 11:00,3,5,5,-1,1,0,2
4/8/2020 11:00,4,4,5,0,1,2,2
4/8/2020 10:30,3,4,5,-1,0,2,2
4/8/2020 9:35,3,4,5,-1,2,1,2
4/8/2020 11:20,2,5,5,-1,1,3,2
4/8/2020 9:45,2,4,5,-1,1,2,2
4/8/2020 10:20,3,5,6,-1,1,2,2
4/8/2020 13:35,4,3,5,-1,1,2,2
4/8/2020 10:00,4,4,4,-1,1,3,2
4/8/2020 9:05,2,4,5,-1,1,2,2
4/8/2020 9:50,3,4,5,-1,2,3,2
4/8/2020 9:25,3,4,6,-1,1,2,2
4/8/2020 8:45,3,5,5,-1,1,2,2
4/8/2020 10:15,3,5,4,-1,1,2,2
4/8/2020 9:05,4,4,6,-1,1,3,2
4/8/2020 8:50,3,5,5,-1,1,3,2
4/8/2020 8:50,3,3,5,-1,1,1,2
4/8/2020 9:00,3,5,5,-1,1,2,2
4/8/2020 8:45,3,4,5,-1,1,2,2
4/8/2020 9:35,2,4,5,-1,1,2,2
4/8/2020 8:50,3,2,5,-1,0,3,2
4/8/2020 9:30,2,4,4,-1,0,2,2
4/8/2020 8:45,3,4,5,-1,1,3,2
4/8/2020 11:00,3,4,3,-1,1,3,2
4/8/2020 10:55,3,5,5,-1,1,2,2
4/8/2020 9:50,3,5,5,-1,2,2,2
4/8/2020 8:40,3,4,5,-1,1,3,2
4/8/2020 10:40,3,4,6,-1,2,2,2
4/8/2020 12:55,3,2,4,-1,1,3,2
4/8/2020 10:10,4,5,5,-1,1,3,2
4/8/2020 9:25,3,3,6,-1,1,1,2
4/8/2020 9:45,3,4,6,-1,1,2,2
4/8/2020 11:00,3,4,5,-1,1,2,2
4/8/2020 15:20,4,5,5,-1,0,1,2
4/8/2020 10:20,4,3,5,-1,2,3,2
4/8/2020 9:35,3,4,7,-1,2,3,2
4/8/2020 9:25,3,3,6,-1,2,4,2
4/8/2020 8:45,3,4,4,-1,1,2,2
4/8/2020 11:10,3,4,4,-1,1,2,2
4/8/2020 10:00,3,4,5,-1,1,2,2
4/8/2020 9:15,3,5,5,-1,1,3,2
4/8/2020 12:35,3,5,4,-1,1,3,2
4/8/2020 11:25,3,2,3,-1,0,3,2
4/8/2020 11:50,3,3,5,-1,1,2,2
4/8/2020 10:15,3,4,5,-1,1,2,2
4/8/2020 12:30,4,4,5,-1,2,2,2
4/8/2020 9:00,4,3,5,-1,2,3,2
4/8/2020 11:35,2,5,4,-1,1,2,2
4/8/2020 9:10,4,3,5,-1,2,2,2
4/8/2020 9:45,4,6,6,-1,2,3,2
4/8/2020 11:35,4,4,5,-1,1,2,2
4/8/2020 9:35,3,3,6,-1,1,1,2
4/8/2020 9:00,2,4,5,-1,0,3,2
4/8/2020 8:40,3,3,6,-1,1,1,2
4/8/2020 10:25,3,4,5,-1,2,2,2
4/8/2020 10:20,3,3,5,-1,1,1,2
4/8/2020 10:50,4,4,5,-1,1,3,2
4/8/2020 12:00,4,3,5,-1,0,3,2
4/8/2020 10:35,3,4,6,-1,2,2,2
4/8/2020 12:15,4,3,5,-1,0,3,2
4/8/2020 10:55,2,4,4,-1,2,3,2
4/8/2020 9:55,3,5,5,-1,1,2,2
4/8/2020 10:35,4,5,5,-1,0,1,2
4/8/2020 10:55,4,4,5,-1,2,2,2
4/8/2020 9:10,2,4,5,-1,0,1,2
4/8/2020 8:45,2,4,5,-1,1,3,2
4/8/2020 12:25,3,4,6,-1,1,2,2
4/8/2020 11:15,3,4,4,-1,2,2,2
4/8/2020 9:15,3,3,5,-1,0,3,2
4/8/2020 10:25,5,4,5,-1,1,3,2
4/8/2020 9:00,3,4,6,-1,1,3,2
4/8/2020 10:30,4,4,6,-1,1,1,2
4/8/2020 10:25,3,4,5,-1,1,1,2
4/8/2020 12:10,3,4,5,-1,0,2,2
4/8/2020 11:35,3,5,4,-1,2,2,2
4/8/2020 9:35,3,4,6,-1,0,2,2
4/8/2020 9:05,3,5,5,-1,1,3,2
4/8/2020 9:00,2,4,6,-1,1,2,2
4/8/2020 12:35,4,3,4,-1,2,2,2
4/8/2020 8:50,4,4,5,-1,1,3,2
4/8/2020 8:55,3,3,6,-1,1,2,2
4/8/2020 8:40,2,4,5,-1,0,3,2
4/8/2020 12:50,3,3,6,-1,1,1,2
4/8/2020 10:10,2,5,5,-1,1,1,2
4/8/2020 9:20,3,3,6,-1,1,2,2
4/8/2020 9:25,3,4,5,-1,1,2,2
4/8/2020 10:20,3,4,6,-1,1,2,2
4/8/2020 11:30,3,4,6,-1,2,2,2
4/8/2020 9:30,3,3,5,-1,2,2,2
4/8/2020 9:25,3,4,4,-1,0,3,2
4/8/2020 9:40,3,4,5,-1,1,1,2
4/8/2020 13:10,4,4,4,-1,1,3,2
4/8/2020 10:00,3,5,5,-1,0,3,2
4/8/2020 9:15,3,3,5,-1,1,2,2
4/8/2020 9:35,3,4,6,-1,1,2,2
4/8/2020 9:35,3,4,6,-1,2,0,2
4/8/2020 8:45,3,4,5,-1,2,2,2
4/8/2020 12:00,3,3,6,-1,1,1,2
4/8/2020 11:20,4,4,4,-1,2,2,2
4/8/2020 11:00,4,4,5,-1,2,1,2
4/8/2020 12:00,4,3,6,-1,1,2,2
4/8/2020 9:15,3,4,5,-1,1,2,2
4/8/2020 9:10,3,5,5,-1,1,1,2
4/8/2020 8:50,3,4,5,-1,2,2,2
4/8/2020 8:50,4,3,7,-1,1,2,2
4/8/2020 8:50,3,5,5,-1,1,3,2
4/8/2020 9:25,3,3,6,-1,1,2,2
4/8/2020 9:35,3,4,5,-1,1,2,2
4/8/2020 9:35,3,5,5,-1,1,2,2
4/8/2020 11:20,2,4,5,-1,1,2,2
4/8/2020 10:10,2,5,7,-1,1,3,2
4/8/2020 10:05,3,5,5,-1,1,3,2
4/8/2020 9:05,3,3,6,-1,2,2,2
4/8/2020 9:30,3,5,4,-1,1,2,2
4/8/2020 10:45,3,4,7,-1,1,3,2
4/8/2020 9:20,2,4,6,-1,1,1,2
4/8/2020 9:05,2,4,5,-1,1,4,2
4/8/2020 9:25,2,5,5,-1,0,1,2
4/8/2020 9:15,2,4,3,-1,1,2,2
4/8/2020 11:35,4,5,5,-1,0,2,2
4/8/2020 10:20,3,3,6,-1,1,2,2
4/8/2020 9:15,3,4,5,-1,2,2,2
4/8/2020 9:10,4,2,4,10,2,3,2
4/8/2020 11:45,3,5,4,-1,2,1,2
4/8/2020 12:30,4,4,6,-1,0,2,2
4/8/2020 8:40,5,4,4,-1,2,1,2
4/8/2020 10:45,3,3,5,-1,0,2,2
4/8/2020 9:30,3,4,5,-1,1,2,2
4/8/2020 9:05,3,4,5,-1,1,1,2
4/8/2020 9:40,3,3,5,-1,0,1,2
4/8/2020 10:35,4,4,5,-1,1,4,2
4/8/2020 10:30,3,3,5,-1,0,2,2
4/8/2020 8:45,3,3,4,-1,1,4,2
4/8/2020 9:25,3,3,5,-1,1,2,2
4/8/2020 9:10,4,4,5,-1,1,2,2
4/8/2020 11:35,2,5,5,-1,1,2,2
4/8/2020 10:05,3,4,5,-1,0,1,2
4/8/2020 9:30,2,3,5,-1,1,3,2
4/8/2020 9:25,3,4,5,-1,2,2,2
4/8/2020 9:35,3,3,4,-1,1,2,2
4/8/2020 9:45,4,4,5,-1,1,2,2
4/8/2020 9:00,3,4,5,-1,0,1,2
4/8/2020 12:00,3,5,4,-1,1,1,2
4/8/2020 9:35,2,5,5,-1,1,2,2
4/8/2020 9:10,3,4,5,-1,1,1,2
4/8/2020 8:50,3,4,6,-1,1,1,2
4/8/2020 9:15,4,4,6,-1,1,2,2
4/8/2020 12:20,2,4,4,-1,0,2,2
4/8/2020 11:10,4,5,4,-1,2,1,2
4/8/2020 9:50,4,4,4,-1,1,3,2
4/8/2020 9:35,3,4,5,-1,0,2,2
4/8/2020 10:35,3,3,4,-1,2,2,2
4/8/2020 10:15,3,4,6,-1,2,1,2
4/8/2020 11:50,3,5,4,-1,0,1,2
4/8/2020 9:40,4,3,5,-1,2,3,2
4/8/2020 9:25,3,4,4,-1,1,3,2
4/8/2020 10:30,2,4,5,-1,2,1,2
4/8/2020 11:25,4,3,5,-1,1,3,2
4/8/2020 9:15,3,5,4,-1,0,2,2
4/8/2020 9:55,3,3,4,-1,0,2,2
4/8/2020 13:00,4,4,5,-1,1,2,2
4/8/2020 9:10,2,5,4,-1,1,2,2
4/8/2020 9:50,2,5,5,-1,1,2,2
4/8/2020 12:50,3,4,3,-1,2,3,2
4/8/2020 12:00,4,5,5,-1,1,2,2
4/8/2020 8:55,3,4,5,-1,1,1,2
4/8/2020 10:05,3,3,6,-1,2,2,2
4/8/2020 8:50,2,4,6,-1,1,3,2
4/8/2020 11:25,3,3,5,-1,2,3,2
4/8/2020 9:50,2,5,6,-1,0,2,2
4/8/2020 11:15,4,4,6,-1,1,2,2
4/8/2020 10:10,4,4,5,-1,0,2,2
4/8/2020 11:40,3,2,4,-1,1,1,2
4/8/2020 8:40,2,4,5,-1,2,3,2
4/8/2020 10:30,2,6,6,-1,0,2,2
4/8/2020 13:25,4,3,3,-1,2,2,2
4/8/2020 11:15,2,4,4,-1,2,3,2
4/8/2020 9:30,2,4,4,-1,0,2,2
4/8/2020 10:10,3,3,5,-1,1,2,2
4/8/2020 9:50,2,4,5,-1,1,3,2
4/8/2020 11:20,3,5,6,-1,0,1,2
4/8/2020 8:55,3,4,5,-1,2,2,2
4/8/2020 9:45,2,3,4,-1,1,3,2
4/8/2020 9:15,3,5,4,-1,2,1,2
4/8/2020 8:45,4,4,6,-1,1,1,2
4/8/2020 10:00,4,3,6,-1,1,3,2
4/8/2020 9:20,4,3,6,-1,2,2,2
4/8/2020 10:55,3,4,4,-1,1,1,2
4/8/2020 15:10,4,5,4,-1,1,1,2
4/8/2020 16:15,3,3,4,-1,0,2,2
4/8/2020 9:25,3,4,5,-1,1,2,2
4/8/2020 8:35,2,4,5,-1,2,3,2
4/8/2020 10:00,4,5,5,-1,0,1,2
4/8/2020 9:05,2,3,5,-1,2,3,2
4/8/2020 10:35,4,4,4,-1,1,1,2
4/8/2020 9:15,3,4,5,-1,1,2,2
4/8/2020 12:45,1,3,4,-1,0,1,2
4/8/2020 8:45,2,5,4,-1,1,0,2
4/8/2020 9:30,2,5,5,-1,2,2,2
4/8/2020 10:35,4,4,5,-1,0,1,2
4/8/2020 9:20,3,4,5,-1,2,0,2
4/8/2020 11:55,3,6,5,-1,1,2,2
4/8/2020 10:35,4,4,5,-1,1,3,2
4/8/2020 9:10,3,4,5,-1,0,2,2
4/8/2020 17:00,3,4,4,-1,1,3,2
4/8/2020 9:15,3,5,5,-1,1,2,2
4/8/2020 8:55,2,3,5,-1,2,1,2
4/8/2020 18:05,3,4,5,-1,1,1,2
4/8/2020 16:50,2,5,5,-1,2,3,2
4/8/2020 11:50,4,4,4,-1,1,3,2
4/8/2020 10:40,3,4,4,-1,1,2,2
4/8/2020 10:20,2,4,5,-1,2,3,2
4/8/2020 12:10,2,3,4,-1,1,3,2
4/8/2020 10:10,4,5,5,-1,3,2,2
4/8/2020 11:05,3,3,4,-1,2,2,2
4/8/2020 9:30,2,4,5,-1,0,3,2
4/8/2020 11:35,2,3,4,-1,1,4,2
4/8/2020 9:25,3,5,4,-1,2,2,2
4/8/2020 9:50,3,5,5,-1,1,2,2
4/8/2020 9:35,3,2,5,-1,0,2,2
4/8/2020 10:25,2,4,5,-1,0,2,2
4/8/2020 9:20,4,4,5,-1,2,2,2
4/8/2020 9:50,3,3,5,-1,0,3,2
4/8/2020 10:15,3,4,6,-1,1,2,2
4/8/2020 10:30,3,4,4,-1,0,0,2
4/8/2020 13:10,3,3,6,-1,1,1,2
4/8/2020 10:15,3,4,5,-1,0,2,2
4/8/2020 9:20,3,4,5,-1,2,3,2
4/8/2020 8:50,3,4,4,-1,1,2,2
4/8/2020 9:15,4,3,5,-1,0,3,2
4/8/2020 10:00,4,5,4,-1,1,2,2
4/8/2020 9:05,3,5,6,-1,0,3,2
4/8/2020 10:20,3,4,5,-1,1,2,2
4/8/2020 12:35,4,5,6,-1,1,2,2
4/8/2020 9:25,4,4,5,-1,2,2,2
4/8/2020 9:45,4,5,5,-1,1,1,2
4/8/2020 9:40,4,4,5,-1,1,2,2
4/8/2020 8:55,4,6,6,-1,2,3,2
4/8/2020 10:00,3,5,5,-1,1,2,2
4/8/2020 11:50,2,4,5,-1,1,2,2
4/8/2020 13:55,2,4,5,-1,1,3,2
4/8/2020 9:40,2,5,5,-1,1,2,2
4/8/2020 10:15,3,4,5,-1,1,2,2
4/8/2020 9:05,2,5,5,-1,1,2,2
4/8/2020 9:15,3,3,5,-1,2,3,2
4/8/2020 9:45,2,3,5,-1,2,2,2
4/8/2020 10:35,2,5,5,-1,0,2,2
4/8/2020 9:55,3,4,4,-1,1,3,2
4/8/2020 11:20,3,3,6,-1,2,1,2
4/8/2020 10:00,2,5,4,-1,0,3,2
4/8/2020 10:30,3,5,5,-1,0,1,2
4/8/2020 11:10,2,4,6,-1,1,2,2
4/8/2020 8:45,2,4,4,-1,0,1,2
4/8/2020 10:40,2,4,5,-1,1,2,2
4/8/2020 9:30,2,5,4,-1,0,1,2
4/8/2020 8:50,2,5,5,-1,2,4,2
4/8/2020 9:35,3,5,5,-1,2,2,2
4/8/2020 11:35,3,4,4,-1,0,2,2
4/8/2020 10:30,4,4,6,-1,0,3,2
4/8/2020 9:50,3,3,3,-1,1,1,2
4/8/2020 9:40,4,4,5,-1,1,2,2
4/8/2020 10:25,5,5,5,-1,0,2,2
4/8/2020 11:25,4,4,5,-1,1,2,2
4/8/2020 9:55,3,3,6,-1,1,1,2
4/8/2020 9:15,2,4,4,-1,1,2,2
4/8/2020 9:10,4,5,4,-1,1,2,2
4/8/2020 9:40,3,4,5,-1,0,3,2
4/8/2020 9:55,2,4,6,-1,0,1,2
4/8/2020 12:15,3,4,4,-1,2,2,2
4/8/2020 9:35,2,5,4,-1,1,3,2
4/8/2020 9:50,4,4,5,-1,1,2,2
4/8/2020 8:50,4,3,4,-1,1,3,2
4/8/2020 9:25,2,4,6,-1,1,3,2
4/8/2020 10:40,3,3,5,-1,0,3,2
4/8/2020 10:10,2,5,4,-1,0,1,2
4/8/2020 19:30,4,5,5,-1,0,2,2
4/8/2020 13:20,3,4,5,-1,1,2,2
4/8/2020 12:40,3,5,5,-1,2,2,2
4/8/2020 10:30,4,5,4,-1,0,1,2
4/8/2020 19:15,3,5,5,-1,2,2,2
4/8/2020 13:35,3,4,5,-1,1,2,2
4/8/2020 9:00,3,4,5,-1,2,3,2
4/8/2020 9:10,2,4,5,-1,0,1,2
4/8/2020 8:40,3,3,6,-1,1,2,2
4/8/2020 9:10,3,4,5,-1,2,2,2
4/8/2020 8:55,3,4,5,-1,1,2,2
4/8/2020 9:40,3,3,6,-1,1,2,2
4/8/2020 9:15,3,4,5,-1,0,2,2
4/8/2020 10:50,3,4,5,-1,1,2,2
4/8/2020 12:00,3,5,4,-1,2,2,2
4/8/2020 9:40,2,5,5,-1,0,2,2
4/8/2020 9:15,4,4,4,-1,0,2,2
4/8/2020 10:05,4,5,5,-1,1,1,2
4/8/2020 11:55,2,3,4,-1,1,1,2
4/8/2020 11:05,3,5,5,-1,1,2,2
4/8/2020 9:00,3,4,4,-1,1,3,2
4/8/2020 11:05,3,4,5,-1,2,1,2
4/8/2020 10:35,4,3,6,-1,1,2,2
4/8/2020 9:15,3,4,6,-1,1,2,2
4/8/2020 9:20,4,4,5,-1,0,3,2
4/8/2020 9:10,4,4,5,-1,3,1,2
4/8/2020 8:55,3,4,5,-1,2,1,2
4/8/2020 11:15,3,4,6,-1,0,1,2
4/8/2020 9:25,3,4,4,-1,0,1,2
4/8/2020 9:20,4,5,5,-1,0,2,2
4/8/2020 10:20,3,4,4,-1,1,2,2
4/8/2020 10:45,4,4,5,-1,0,4,2
4/8/2020 9:00,3,4,5,-1,3,2,2
4/8/2020 10:00,3,4,4,-1,1,2,2
4/8/2020 10:25,3,3,4,-1,2,1,2
4/8/2020 14:25,3,3,5,-1,1,2,2
4/8/2020 10:10,2,5,4,-1,1,1,2
4/8/2020 9:40,2,4,5,-1,1,3,2
4/8/2020 11:00,4,4,6,-1,2,3,2
4/8/2020 9:40,3,5,4,-1,1,1,2
4/8/2020 9:00,3,4,4,-1,1,3,2
4/8/2020 8:45,3,4,4,-1,2,3,2
4/8/2020 9:45,3,4,5,-1,1,2,2
4/8/2020 12:30,3,5,5,-1,2,2,2
4/8/2020 9:25,2,4,6,-1,1,3,2
4/8/2020 12:40,3,3,6,-1,1,3,2
4/8/2020 9:45,2,5,4,-1,2,2,2
4/8/2020 10:05,3,4,5,-1,1,2,2
4/8/2020 10:00,4,4,5,-1,2,3,2
4/8/2020 12:40,3,5,6,-1,0,3,2
4/8/2020 10:25,4,3,5,-1,1,2,2
4/8/2020 9:05,4,4,4,-1,1,1,2
4/8/2020 9:00,3,4,4,-1,2,2,2
4/8/2020 9:50,2,4,6,-1,1,3,2
4/8/2020 9:15,3,4,6,-1,1,2,2
4/8/2020 9:45,5,4,6,-1,0,2,2
4/8/2020 10:15,2,4,6,-1,1,3,2
4/8/2020 10:00,3,3,6,-1,1,2,2
4/8/2020 9:15,3,4,5,-1,1,3,2
4/8/2020 13:35,4,4,5,-1,0,1,2
4/8/2020 9:30,4,6,4,-1,0,2,2
4/8/2020 10:40,4,3,6,-1,2,1,2
4/8/2020 12:10,4,4,4,-1,2,2,2
4/8/2020 8:55,4,4,4,-1,0,1,2
4/8/2020 8:50,3,4,4,-1,1,3,2
4/8/2020 9:30,3,4,5,-1,2,3,2
4/8/2020 9:00,3,4,4,-1,1,3,2
4/8/2020 9:25,3,4,5,-1,1,2,2
4/8/2020 10:00,3,4,5,-1,1,2,2
4/8/2020 11:35,5,4,5,-1,2,1,2
4/8/2020 10:50,4,3,4,-1,0,2,2
4/8/2020 18:55,2,5,5,-1,1,1,2
4/8/2020 8:50,3,4,5,-1,0,3,2
4/8/2020 12:55,4,4,5,-1,2,1,2
4/8/2020 9:05,3,4,6,-1,2,2,2
4/8/2020 10:15,4,2,6,-1,2,2,2
4/8/2020 8:45,1,4,5,-1,0,3,2
4/8/2020 10:15,2,5,4,-1,0,3,2
4/8/2020 9:50,4,4,5,-1,2,3,2
4/8/2020 8:55,3,3,6,-1,1,2,2
4/8/2020 10:10,2,4,5,-1,2,2,2
4/8/2020 9:15,3,4,6,-1,2,3,2
4/8/2020 10:45,3,4,4,-1,1,2,2
4/8/2020 9:55,3,4,6,-1,2,3,2
4/8/2020 13:40,3,4,4,-1,1,2,2
4/8/2020 9:30,3,3,5,-1,1,2,2
4/8/2020 10:35,3,3,5,-1,1,1,2
4/8/2020 10:30,3,5,4,-1,0,2,2
4/8/2020 10:30,3,4,5,-1,1,3,2
4/8/2020 10:00,3,3,5,-1,0,1,2
4/8/2020 10:40,5,5,5,-1,1,2,2
4/8/2020 9:50,3,4,5,-1,1,2,2
4/8/2020 11:30,3,2,6,-1,1,1,2
4/8/2020 13:30,2,3,5,-1,2,1,2
4/8/2020 9:30,3,4,5,-1,1,2,2
4/8/2020 10:05,2,3,4,-1,0,3,2
4/8/2020 9:05,3,4,4,-1,1,3,2
4/8/2020 12:40,3,4,5,-1,1,2,2
4/8/2020 10:00,3,4,5,-1,1,1,2
4/8/2020 9:40,2,4,5,-1,1,3,2
4/8/2020 12:10,4,3,6,-1,1,3,2
4/8/2020 11:20,2,4,5,-1,1,1,2
4/8/2020 13:05,2,5,5,-1,2,1,2
4/8/2020 9:10,3,4,5,-1,1,1,2
4/8/2020 9:30,4,5,5,-1,1,2,2
4/8/2020 9:10,3,4,4,-1,2,2,2
4/8/2020 10:45,4,5,5,-1,1,3,2
4/8/2020 10:00,4,3,5,-1,1,3,2
4/8/2020 10:50,4,4,3,-1,2,3,2
4/8/2020 10:10,3,2,5,-1,1,2,2
4/8/2020 12:05,2,5,4,-1,1,2,2
4/8/2020 9:10,2,3,4,-1,2,1,2
4/8/2020 9:35,4,4,6,-1,0,2,2
4/8/2020 9:50,2,3,5,4,1,3,2
4/8/2020 9:15,4,4,5,-1,0,2,2
4/8/2020 10:15,3,4,4,-1,1,1,2
4/8/2020 9:20,3,5,5,-1,1,3,2
4/8/2020 11:10,3,5,5,-1,1,2,2
4/8/2020 10:25,4,3,6,-1,0,2,2
4/8/2020 9:15,4,4,6,-1,0,2,2
4/8/2020 10:05,2,3,5,-1,1,2,2
4/8/2020 9:45,3,4,7,-1,2,1,2
4/8/2020 9:45,3,3,4,-1,0,2,2
4/8/2020 10:40,2,2,3,-1,0,2,2
4/8/2020 9:15,3,5,5,-1,0,4,2
4/8/2020 8:35,2,3,6,-1,1,2,2
4/8/2020 11:40,3,4,5,-1,1,2,2
4/8/2020 8:50,2,5,3,-1,1,2,2
4/8/2020 12:15,3,4,6,-1,0,3,2
4/8/2020 12:10,3,3,6,-1,1,2,2
4/8/2020 10:50,3,3,6,-1,1,3,2
4/8/2020 11:30,3,3,5,-1,0,4,2
4/8/2020 12:10,3,4,4,-1,1,2,2
4/8/2020 9:00,4,5,5,-1,1,2,2
4/8/2020 11:45,3,4,5,-1,1,2,2
4/8/2020 9:00,3,4,6,-1,0,3,2
4/8/2020 12:25,3,3,4,-1,0,2,2
4/8/2020 9:10,4,3,6,-1,1,2,2
4/8/2020 8:45,3,5,4,3,1,2,2
4/8/2020 10:30,3,3,4,-1,1,2,2
4/8/2020 10:20,2,3,5,-1,2,3,2
4/8/2020 10:50,4,4,5,-1,0,3,2
4/8/2020 8:45,3,4,4,-1,0,3,2
4/8/2020 9:50,4,5,5,-1,1,1,2
4/8/2020 11:35,2,3,5,-1,2,2,2
4/8/2020 9:25,2,4,6,-1,1,0,2
4/8/2020 10:50,2,3,5,-1,1,3,2
4/8/2020 9:50,3,5,6,-1,0,3,2
4/8/2020 12:35,4,4,5,-1,1,3,2
4/8/2020 9:45,2,4,7,-1,1,0,2
4/8/2020 11:50,2,4,4,-1,0,1,2
4/8/2020 8:35,2,4,5,-1,2,2,2
4/8/2020 18:45,2,5,5,-1,1,2,2
4/8/2020 11:15,2,5,4,-1,1,1,2
4/8/2020 9:20,3,3,5,-1,1,2,2
4/8/2020 9:20,4,4,4,-1,1,1,2
4/8/2020 9:45,2,5,5,-1,2,3,2
4/8/2020 8:50,4,5,5,-1,1,3,2
4/8/2020 9:25,4,4,5,-1,2,2,2
4/8/2020 13:45,3,4,6,-1,2,1,2
4/8/2020 9:00,3,5,5,-1,0,2,2
4/8/2020 10:35,3,4,4,-1,1,2,2
4/8/2020 8:55,2,5,5,-1,1,1,2
4/8/2020 8:55,2,5,5,-1,1,2,2
4/8/2020 9:20,3,5,6,-1,2,2,2
4/8/2020 8:55,4,4,5,-1,0,2,2
4/8/2020 9:30,3,2,5,-1,1,0,2
4/8/2020 11:55,3,4,5,-1,2,1,2
4/8/2020 10:50,4,4,6,-1,2,2,2
4/8/2020 12:25,2,3,4,-1,2,2,2
4/8/2020 10:50,3,4,5,-1,1,3,2
4/8/2020 12:50,4,5,5,-1,0,1,2
4/8/2020 8:40,3,3,6,-1,1,2,2
4/8/2020 10:00,3,4,5,-1,1,1,2
4/8/2020 9:10,2,3,6,-1,2,3,2
4/8/2020 9:30,3,3,4,-1,2,1,2
4/8/2020 9:15,2,5,5,0,0,2,2
4/8/2020 9:45,3,3,5,-1,2,3,2
4/8/2020 16:50,3,5,5,-1,2,3,2
4/8/2020 9:30,4,3,4,-1,1,2,2
4/8/2020 9:40,3,4,6,-1,3,1,2
4/8/2020 9:00,2,5,5,-1,1,2,2
4/8/2020 10:05,3,4,5,-1,2,3,2
4/8/2020 9:20,3,3,6,-1,3,1,2
4/8/2020 9:10,2,4,6,-1,0,2,2
4/8/2020 10:30,3,5,6,-1,1,3,2
4/8/2020 12:10,3,3,5,2,1,3,2
4/8/2020 11:30,3,5,4,-1,1,2,2
4/8/2020 11:10,3,5,6,-1,2,2,2
4/8/2020 13:45,2,3,5,-1,2,2,2
4/8/2020 11:40,3,4,5,-1,1,1,2
4/8/2020 11:30,2,4,5,-1,1,3,2
4/8/2020 8:45,4,5,5,-1,0,3,2
4/8/2020 9:15,3,4,6,-1,1,1,2
4/8/2020 9:40,4,5,4,-1,0,1,2
4/8/2020 8:50,3,4,5,-1,0,2,2
4/8/2020 9:45,3,4,5,-1,1,3,2
4/8/2020 10:50,4,3,5,-1,1,2,2
4/8/2020 9:25,3,4,6,-1,0,2,2
4/8/2020 8:40,2,4,5,-1,1,4,2
4/8/2020 14:05,3,4,5,-1,1,2,2
4/8/2020 9:35,2,3,5,-1,1,1,2
4/8/2020 9:15,3,4,5,-1,0,3,2
4/8/2020 16:00,4,4,5,-1,1,2,2
4/8/2020 8:50,2,4,5,-1,2,3,2
4/8/2020 9:30,2,4,5,-1,2,2,2
4/8/2020 9:45,4,4,5,-1,1,2,2
4/8/2020 9:35,2,4,5,-1,2,2,2
4/8/2020 10:35,4,5,4,-1,1,2,2
4/8/2020 11:20,2,5,5,-1,1,3,2
4/8/2020 13:05,3,3,3,-1,0,3,2
4/8/2020 10:20,3,4,4,-1,0,2,2
4/8/2020 9:20,4,3,6,-1,1,2,2
