reportID,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
2373,2020-04-06 16:15:00,0,0,0,-1,2,0,14
2374,2020-04-06 16:15:00,1,0,1,-1,2,0,14
2375,2020-04-06 16:15:00,1,0,0,-1,1,0,15
2376,2020-04-06 16:15:00,0,0,0,-1,0,1,15
2377,2020-04-06 16:15:00,0,0,0,-1,1,0,15
2378,2020-04-06 16:15:00,0,0,1,-1,0,1,15
2379,2020-04-06 16:15:00,0,0,0,0,2,0,15
2380,2020-04-06 16:15:00,1,0,0,-1,1,0,15
2381,2020-04-06 16:15:00,0,0,0,-1,2,0,15
2382,2020-04-06 16:15:00,0,0,1,0,0,0,16
2383,2020-04-06 16:15:00,0,0,1,2,1,0,16
2384,2020-04-06 16:15:00,0,0,0,-1,0,0,17
2385,2020-04-06 16:15:00,3,0,0,-1,2,0,18
2386,2020-04-06 16:15:00,1,0,1,-1,2,0,18
2387,2020-04-06 16:15:00,2,1,0,-1,3,0,18
2388,2020-04-06 16:15:00,2,0,0,-1,2,0,18
2389,2020-04-06 16:15:00,3,0,0,-1,2,0,19
2390,2020-04-06 16:15:00,3,0,0,-1,3,1,19
2391,2020-04-06 16:15:00,3,0,1,-1,3,1,19
2392,2020-04-06 16:15:00,3,1,1,-1,4,0,19
2393,2020-04-06 16:15:00,4,0,0,-1,3,0,19
2394,2020-04-06 16:15:00,4,0,0,-1,3,0,19
2395,2020-04-06 16:15:00,3,0,0,1,3,0,19
2396,2020-04-06 16:15:00,3,0,0,-1,3,0,19
2397,2020-04-06 16:20:00,10,3,8,-1,8,-1,2
2398,2020-04-06 16:20:00,1,2,5,-1,10,1,2
2399,2020-04-06 16:20:00,10,4,3,5,9,-1,3
2400,2020-04-06 16:20:00,4,6,5,2,8,-1,5
2401,2020-04-06 16:20:00,6,10,8,7,4,1,6
2402,2020-04-06 16:20:00,8,10,3,-1,1,-1,8
2403,2020-04-06 16:20:00,2,10,2,-1,10,-1,8
2404,2020-04-06 16:20:00,4,2,8,-1,6,-1,15
2405,2020-04-06 16:20:00,4,5,9,-1,10,-1,15
2406,2020-04-06 16:20:00,10,7,9,-1,4,1,15
2407,2020-04-06 16:20:00,4,7,8,-1,6,1,15
2408,2020-04-06 16:20:00,3,1,5,-1,7,0,18
2409,2020-04-06 16:20:00,0,0,0,-1,1,0,2
2410,2020-04-06 16:20:00,2,3,3,3,4,1,3
2411,2020-04-06 16:20:00,3,3,3,1,3,2,3
2412,2020-04-06 16:20:00,0,0,0,0,1,0,6
2413,2020-04-06 16:20:00,0,1,2,-1,2,0,8
2414,2020-04-06 16:20:00,1,0,2,-1,3,0,8
2415,2020-04-06 16:20:00,0,0,1,0,2,0,9
2416,2020-04-06 16:20:00,1,1,1,-1,3,0,12
2417,2020-04-06 16:20:00,0,0,1,-1,2,0,14
2418,2020-04-06 16:20:00,0,0,0,-1,1,0,14
2419,2020-04-06 16:20:00,0,1,0,-1,1,1,15
2420,2020-04-06 16:20:00,1,1,0,-1,1,1,17
2421,2020-04-06 16:20:00,4,0,1,-1,3,0,19
2422,2020-04-06 16:20:00,0,0,0,0,0,0,1
2423,2020-04-06 16:20:00,0,0,1,-1,2,1,2
2424,2020-04-06 16:20:00,0,0,1,-1,0,0,2
2425,2020-04-06 16:20:00,1,0,0,-1,1,0,2
2426,2020-04-06 16:20:00,0,0,0,-1,1,1,2
2427,2020-04-06 16:20:00,0,1,0,-1,1,0,2
2428,2020-04-06 16:20:00,0,0,0,-1,1,1,2
2429,2020-04-06 16:20:00,0,0,1,-1,0,0,2
2430,2020-04-06 16:20:00,0,0,0,-1,1,0,2
2431,2020-04-06 16:20:00,3,2,3,2,5,1,3
2432,2020-04-06 16:20:00,4,3,3,2,3,1,3
2433,2020-04-06 16:20:00,3,3,3,1,3,1,3
2434,2020-04-06 16:20:00,3,2,3,1,4,0,3
2435,2020-04-06 16:20:00,3,3,3,3,2,0,3
2436,2020-04-06 16:20:00,3,3,2,2,4,1,3
2437,2020-04-06 16:20:00,4,3,1,2,4,1,3
2438,2020-04-06 16:20:00,3,2,2,2,4,0,3
2439,2020-04-06 16:20:00,3,4,4,1,3,1,3
2440,2020-04-06 16:20:00,3,3,3,1,4,1,3
2441,2020-04-06 16:20:00,2,1,2,2,2,1,3
2442,2020-04-06 16:20:00,3,2,2,2,3,-1,3
2443,2020-04-06 16:20:00,3,3,3,2,2,-1,3
2444,2020-04-06 16:20:00,0,0,1,-1,2,-1,4
2445,2020-04-06 16:20:00,1,0,0,-1,2,-1,4
2446,2020-04-06 16:20:00,0,1,0,0,1,1,5
2447,2020-04-06 16:20:00,0,2,0,0,2,0,5
2448,2020-04-06 16:20:00,0,1,1,1,1,0,6
2449,2020-04-06 16:20:00,1,0,0,0,1,0,6
2450,2020-04-06 16:20:00,0,0,1,1,0,0,6
2451,2020-04-06 16:20:00,1,0,0,0,2,0,6
2452,2020-04-06 16:20:00,0,1,0,0,1,0,6
2453,2020-04-06 16:20:00,0,0,0,0,0,0,6
2454,2020-04-06 16:20:00,0,1,0,0,0,0,6
2455,2020-04-06 16:20:00,0,0,0,0,0,1,6
2456,2020-04-06 16:20:00,1,0,0,0,1,0,6
2457,2020-04-06 16:20:00,0,1,0,0,1,1,6
2458,2020-04-06 16:20:00,0,1,0,3,0,0,6
2459,2020-04-06 16:20:00,0,0,1,-1,2,1,8
2460,2020-04-06 16:20:00,0,0,2,-1,3,0,8
2461,2020-04-06 16:20:00,0,0,2,-1,4,0,8
2462,2020-04-06 16:20:00,1,0,2,-1,2,0,8
2463,2020-04-06 16:20:00,0,0,3,-1,3,0,8
2464,2020-04-06 16:20:00,0,0,1,-1,3,0,8
2465,2020-04-06 16:20:00,0,1,3,-1,3,0,8
2466,2020-04-06 16:20:00,0,1,2,-1,3,0,8
2467,2020-04-06 16:20:00,0,1,2,-1,3,0,8
2468,2020-04-06 16:20:00,0,0,1,-1,3,1,8
2469,2020-04-06 16:20:00,0,0,3,-1,4,1,8
2470,2020-04-06 16:20:00,0,0,3,-1,2,0,8
2471,2020-04-06 16:20:00,0,1,1,-1,4,0,8
2472,2020-04-06 16:20:00,0,0,2,-1,2,0,8
2473,2020-04-06 16:20:00,0,0,1,0,3,0,9
2474,2020-04-06 16:20:00,0,0,1,1,2,0,9
2475,2020-04-06 16:20:00,0,0,2,1,4,0,9
2476,2020-04-06 16:20:00,0,0,1,0,3,-1,9
2477,2020-04-06 16:20:00,1,0,1,0,4,0,9
2478,2020-04-06 16:20:00,0,0,2,1,4,0,9
2479,2020-04-06 16:20:00,0,0,3,0,2,0,9
2480,2020-04-06 16:20:00,0,0,2,0,3,0,9
2481,2020-04-06 16:20:00,0,0,0,0,3,0,9
2482,2020-04-06 16:20:00,0,0,0,0,3,0,9
2483,2020-04-06 16:20:00,1,0,1,1,3,0,9
2484,2020-04-06 16:20:00,1,1,1,0,5,0,9
2485,2020-04-06 16:20:00,1,0,1,0,3,1,9
2486,2020-04-06 16:20:00,1,0,1,2,3,1,9
2487,2020-04-06 16:20:00,0,0,1,0,3,0,9
2488,2020-04-06 16:20:00,1,0,0,0,2,1,9
2489,2020-04-06 16:20:00,1,0,0,0,3,0,9
2490,2020-04-06 16:20:00,0,0,0,0,5,0,9
2491,2020-04-06 16:20:00,0,0,1,1,2,0,9
2492,2020-04-06 16:20:00,0,1,3,-1,5,0,10
2493,2020-04-06 16:20:00,0,0,3,-1,3,0,10
2494,2020-04-06 16:20:00,0,0,3,-1,3,0,10
2495,2020-04-06 16:20:00,0,1,2,-1,4,1,10
2496,2020-04-06 16:20:00,0,0,3,-1,5,0,10
2497,2020-04-06 16:20:00,0,0,2,-1,3,1,10
2498,2020-04-06 16:20:00,0,0,3,-1,4,1,10
2499,2020-04-06 16:20:00,0,0,4,-1,3,1,10
2500,2020-04-06 16:20:00,0,0,0,3,0,0,11
2501,2020-04-06 16:20:00,1,0,0,-1,1,1,12
2502,2020-04-06 16:20:00,1,0,4,-1,0,0,13
2503,2020-04-06 16:20:00,1,0,4,-1,2,0,13
2504,2020-04-06 16:20:00,0,0,4,-1,3,0,13
2505,2020-04-06 16:20:00,1,0,0,-1,2,1,14
2506,2020-04-06 16:20:00,0,0,0,-1,0,0,14
2507,2020-04-06 16:20:00,0,2,0,-1,2,0,14
2508,2020-04-06 16:20:00,0,0,0,-1,2,0,14
2509,2020-04-06 16:20:00,0,0,1,-1,2,0,14
2510,2020-04-06 16:20:00,0,0,0,-1,2,0,15
2511,2020-04-06 16:20:00,0,0,0,-1,0,1,15
2512,2020-04-06 16:20:00,0,1,0,-1,1,0,15
2513,2020-04-06 16:20:00,0,0,0,3,0,1,15
2514,2020-04-06 16:20:00,0,0,0,-1,1,0,15
2515,2020-04-06 16:20:00,0,0,0,-1,1,0,15
2516,2020-04-06 16:20:00,0,0,0,0,0,0,16
2517,2020-04-06 16:20:00,0,0,1,1,0,1,16
2518,2020-04-06 16:20:00,0,0,0,0,0,0,16
2519,2020-04-06 16:20:00,0,2,1,0,0,-1,16
2520,2020-04-06 16:20:00,1,0,0,0,0,1,16
2521,2020-04-06 16:20:00,0,0,2,-1,0,0,17
2522,2020-04-06 16:20:00,0,0,0,-1,3,0,18
2523,2020-04-06 16:20:00,1,0,1,-1,3,0,18
2524,2020-04-06 16:20:00,2,0,0,-1,2,0,18
2525,2020-04-06 16:20:00,2,0,0,-1,2,0,18
2526,2020-04-06 16:20:00,2,0,1,-1,3,0,18
2527,2020-04-06 16:20:00,1,0,0,-1,2,0,18
2528,2020-04-06 16:20:00,3,0,0,-1,3,0,18
2529,2020-04-06 16:20:00,1,0,0,-1,3,0,18
2530,2020-04-06 16:20:00,2,0,1,-1,3,0,19
2531,2020-04-06 16:20:00,3,2,0,-1,3,0,19
2532,2020-04-06 16:20:00,5,0,1,-1,2,0,19
2533,2020-04-06 16:20:00,2,0,0,-1,3,0,19
2534,2020-04-06 16:20:00,3,1,1,-1,4,1,19
2535,2020-04-06 16:20:00,4,0,0,-1,4,0,19
2536,2020-04-06 16:25:00,5,1,10,10,0,-1,1
2537,2020-04-06 16:25:00,9,6,0,2,10,-1,3
2538,2020-04-06 16:25:00,1,5,7,1,9,-1,9
2539,2020-04-06 16:25:00,2,4,10,8,10,-1,11
2540,2020-04-06 16:25:00,1,0,7,-1,7,-1,12
2541,2020-04-06 16:25:00,1,4,1,-1,8,-1,12
2542,2020-04-06 16:25:00,10,6,8,-1,6,-1,18
2543,2020-04-06 16:25:00,10,9,2,-1,6,-1,19
2544,2020-04-06 16:25:00,0,1,0,-1,2,1,2
2545,2020-04-06 16:25:00,3,3,3,1,3,1,3
2546,2020-04-06 16:25:00,4,3,3,2,2,1,3
2547,2020-04-06 16:25:00,1,2,4,2,2,2,3
2548,2020-04-06 16:25:00,5,3,3,1,4,2,3
2549,2020-04-06 16:25:00,0,1,0,-1,2,3,4
2550,2020-04-06 16:25:00,0,1,0,1,2,1,6
2551,2020-04-06 16:25:00,0,0,2,-1,2,1,8
2552,2020-04-06 16:25:00,0,1,2,-1,3,0,8
2553,2020-04-06 16:25:00,0,0,1,0,3,0,9
2554,2020-04-06 16:25:00,0,0,0,3,1,0,11
2555,2020-04-06 16:25:00,0,0,0,1,0,0,11
2556,2020-04-06 16:25:00,0,0,0,1,2,0,11
2557,2020-04-06 16:25:00,3,0,1,-1,3,0,19
2558,2020-04-06 16:25:00,0,0,1,1,0,0,1
2559,2020-04-06 16:25:00,2,0,0,-1,1,0,2
2560,2020-04-06 16:25:00,0,0,0,-1,2,0,2
2561,2020-04-06 16:25:00,0,0,1,-1,1,1,2
2562,2020-04-06 16:25:00,1,1,0,-1,2,0,2
2563,2020-04-06 16:25:00,2,0,0,-1,1,1,2
2564,2020-04-06 16:25:00,3,3,2,3,2,1,3
2565,2020-04-06 16:25:00,3,4,3,2,3,-1,3
2566,2020-04-06 16:25:00,4,2,2,2,3,-1,3
2567,2020-04-06 16:25:00,3,3,3,3,4,1,3
2568,2020-04-06 16:25:00,3,3,2,2,3,0,3
2569,2020-04-06 16:25:00,1,0,1,0,0,-1,4
2570,2020-04-06 16:25:00,0,0,1,-1,3,-1,4
2571,2020-04-06 16:25:00,0,0,0,-1,4,1,4
2572,2020-04-06 16:25:00,0,1,0,-1,2,-1,4
2573,2020-04-06 16:25:00,0,2,0,0,1,1,5
2574,2020-04-06 16:25:00,0,2,0,1,1,0,5
2575,2020-04-06 16:25:00,0,3,2,0,1,0,5
2576,2020-04-06 16:25:00,0,3,1,0,2,0,5
2577,2020-04-06 16:25:00,1,3,0,0,1,0,5
2578,2020-04-06 16:25:00,0,1,1,0,0,0,5
2579,2020-04-06 16:25:00,0,0,1,0,1,0,6
2580,2020-04-06 16:25:00,1,0,0,0,1,0,6
2581,2020-04-06 16:25:00,0,0,1,0,0,0,6
2582,2020-04-06 16:25:00,1,0,0,0,1,0,6
2583,2020-04-06 16:25:00,0,0,1,0,1,0,6
2584,2020-04-06 16:25:00,1,0,0,0,2,0,6
2585,2020-04-06 16:25:00,1,0,3,-1,2,1,8
2586,2020-04-06 16:25:00,0,1,1,-1,3,0,8
2587,2020-04-06 16:25:00,1,0,3,-1,3,0,8
2588,2020-04-06 16:25:00,0,1,3,-1,3,1,8
2589,2020-04-06 16:25:00,0,0,3,-1,2,0,8
2590,2020-04-06 16:25:00,0,1,1,-1,4,0,8
2591,2020-04-06 16:25:00,0,1,0,-1,4,0,8
2592,2020-04-06 16:25:00,0,1,2,-1,3,0,8
2593,2020-04-06 16:25:00,0,0,2,-1,2,1,8
2594,2020-04-06 16:25:00,1,0,3,-1,2,-1,8
2595,2020-04-06 16:25:00,1,0,3,-1,3,0,8
2596,2020-04-06 16:25:00,0,0,1,-1,3,0,8
2597,2020-04-06 16:25:00,0,0,3,-1,2,0,8
2598,2020-04-06 16:25:00,1,0,1,-1,3,0,8
2599,2020-04-06 16:25:00,0,1,3,-1,2,0,8
2600,2020-04-06 16:25:00,0,1,2,-1,3,0,8
2601,2020-04-06 16:25:00,0,0,1,0,3,0,9
2602,2020-04-06 16:25:00,0,0,1,0,3,0,9
2603,2020-04-06 16:25:00,0,0,2,0,2,0,9
2604,2020-04-06 16:25:00,1,0,1,0,2,1,9
2605,2020-04-06 16:25:00,0,1,1,1,4,1,9
2606,2020-04-06 16:25:00,0,0,0,0,3,0,9
2607,2020-04-06 16:25:00,0,0,0,0,3,0,9
2608,2020-04-06 16:25:00,0,0,1,0,4,1,9
2609,2020-04-06 16:25:00,0,0,1,0,2,0,9
2610,2020-04-06 16:25:00,0,0,1,0,3,1,9
2611,2020-04-06 16:25:00,0,1,1,1,3,0,9
2612,2020-04-06 16:25:00,0,0,0,0,3,0,9
2613,2020-04-06 16:25:00,0,0,1,0,3,0,9
2614,2020-04-06 16:25:00,0,0,2,1,2,0,9
2615,2020-04-06 16:25:00,1,1,1,0,3,0,9
2616,2020-04-06 16:25:00,0,0,1,0,4,1,9
2617,2020-04-06 16:25:00,0,0,2,0,3,0,9
2618,2020-04-06 16:25:00,0,0,2,-1,5,0,10
2619,2020-04-06 16:25:00,1,0,3,-1,4,0,10
2620,2020-04-06 16:25:00,0,1,4,-1,4,0,10
2621,2020-04-06 16:25:00,1,0,4,-1,4,0,10
2622,2020-04-06 16:25:00,1,0,3,-1,4,1,10
2623,2020-04-06 16:25:00,0,0,3,-1,3,0,10
2624,2020-04-06 16:25:00,0,0,4,-1,5,0,10
2625,2020-04-06 16:25:00,0,0,4,-1,4,0,10
2626,2020-04-06 16:25:00,0,0,3,-1,5,0,10
2627,2020-04-06 16:25:00,1,0,0,2,1,0,11
2628,2020-04-06 16:25:00,0,0,1,3,1,0,11
2629,2020-04-06 16:25:00,0,0,0,-1,1,1,12
2630,2020-04-06 16:25:00,1,0,3,-1,2,0,13
2631,2020-04-06 16:25:00,0,1,4,-1,2,0,13
2632,2020-04-06 16:25:00,0,0,4,-1,3,0,13
2633,2020-04-06 16:25:00,0,0,4,-1,3,1,13
2634,2020-04-06 16:25:00,1,0,4,-1,1,0,13
2635,2020-04-06 16:25:00,0,0,1,-1,2,1,14
2636,2020-04-06 16:25:00,0,1,0,-1,3,0,14
2637,2020-04-06 16:25:00,0,0,0,-1,2,0,14
2638,2020-04-06 16:25:00,0,0,1,-1,2,1,14
2639,2020-04-06 16:25:00,0,0,0,-1,2,0,14
2640,2020-04-06 16:25:00,1,1,0,-1,1,0,14
2641,2020-04-06 16:25:00,0,0,0,-1,3,0,14
2642,2020-04-06 16:25:00,0,2,0,-1,1,0,15
2643,2020-04-06 16:25:00,0,0,0,-1,0,1,15
2644,2020-04-06 16:25:00,1,0,0,-1,2,0,15
2645,2020-04-06 16:25:00,0,0,0,-1,0,0,15
2646,2020-04-06 16:25:00,1,0,1,0,0,0,16
2647,2020-04-06 16:25:00,0,0,0,-1,0,0,17
2648,2020-04-06 16:25:00,2,0,1,-1,2,0,18
2649,2020-04-06 16:25:00,3,0,0,-1,3,0,18
2650,2020-04-06 16:25:00,3,0,1,-1,3,1,18
2651,2020-04-06 16:25:00,3,0,0,-1,3,1,19
2652,2020-04-06 16:25:00,3,1,0,-1,3,0,19
2653,2020-04-06 16:25:00,4,0,0,-1,4,0,19
2654,2020-04-06 16:25:00,3,0,0,-1,2,1,19
2655,2020-04-06 16:25:00,3,0,0,-1,3,1,19
2656,2020-04-06 16:25:00,3,0,0,-1,3,0,19
2657,2020-04-06 16:30:00,8,2,6,-1,1,-1,2
2658,2020-04-06 16:30:00,-1,3,3,-1,-1,-1,7
2659,2020-04-06 16:30:00,9,1,3,6,9,-1,9
2660,2020-04-06 16:30:00,0,6,10,9,1,0,9
2661,2020-04-06 16:30:00,7,8,6,-1,4,-1,12
2662,2020-04-06 16:30:00,9,1,10,-1,10,-1,18
2663,2020-04-06 16:30:00,2,10,3,-1,6,-1,19
2664,2020-04-06 16:30:00,3,3,5,2,3,0,3
2665,2020-04-06 16:30:00,3,4,3,2,3,2,3
2666,2020-04-06 16:30:00,0,0,0,-1,2,3,4
2667,2020-04-06 16:30:00,0,3,1,0,2,1,5
2668,2020-04-06 16:30:00,0,0,1,0,1,1,6
2669,2020-04-06 16:30:00,0,0,0,1,1,0,6
2670,2020-04-06 16:30:00,0,0,3,-1,3,0,8
2671,2020-04-06 16:30:00,0,0,2,-1,3,0,8
2672,2020-04-06 16:30:00,2,1,1,1,3,0,9
2673,2020-04-06 16:30:00,0,1,0,0,0,0,11
2674,2020-04-06 16:30:00,2,0,0,1,0,0,1
2675,2020-04-06 16:30:00,0,0,1,-1,1,0,2
2676,2020-04-06 16:30:00,1,0,0,-1,1,0,2
2677,2020-04-06 16:30:00,1,1,0,-1,1,0,2
2678,2020-04-06 16:30:00,1,0,0,-1,0,0,2
2679,2020-04-06 16:30:00,0,1,1,-1,0,0,2
2680,2020-04-06 16:30:00,0,0,0,-1,0,0,2
2681,2020-04-06 16:30:00,0,0,0,-1,2,0,2
2682,2020-04-06 16:30:00,0,0,0,-1,1,0,2
2683,2020-04-06 16:30:00,1,1,0,-1,1,1,2
2684,2020-04-06 16:30:00,4,3,4,2,3,0,3
2685,2020-04-06 16:30:00,3,4,4,2,3,-1,3
2686,2020-04-06 16:30:00,3,4,3,2,2,1,3
2687,2020-04-06 16:30:00,4,3,2,2,4,1,3
2688,2020-04-06 16:30:00,2,2,2,2,2,1,3
2689,2020-04-06 16:30:00,3,3,4,2,3,1,3
2690,2020-04-06 16:30:00,3,3,4,3,2,1,3
2691,2020-04-06 16:30:00,3,3,2,2,3,0,3
2692,2020-04-06 16:30:00,4,1,3,3,2,1,3
2693,2020-04-06 16:30:00,3,4,3,2,3,1,3
2694,2020-04-06 16:30:00,3,3,3,3,3,1,3
2695,2020-04-06 16:30:00,3,3,4,1,3,1,3
2696,2020-04-06 16:30:00,4,4,3,3,3,-1,3
2697,2020-04-06 16:30:00,2,2,4,2,4,-1,3
2698,2020-04-06 16:30:00,3,2,3,3,3,-1,3
2699,2020-04-06 16:30:00,3,3,3,2,3,-1,3
2700,2020-04-06 16:30:00,0,1,0,-1,1,-1,4
2701,2020-04-06 16:30:00,0,1,0,7,3,-1,4
2702,2020-04-06 16:30:00,0,0,0,2,2,-1,4
2703,2020-04-06 16:30:00,1,2,0,0,0,0,5
2704,2020-04-06 16:30:00,1,1,0,1,1,0,5
2705,2020-04-06 16:30:00,0,3,0,0,1,1,5
2706,2020-04-06 16:30:00,1,0,0,0,1,0,6
2707,2020-04-06 16:30:00,0,0,0,1,1,0,6
2708,2020-04-06 16:30:00,0,0,0,0,1,1,6
2709,2020-04-06 16:30:00,2,0,0,0,2,0,6
2710,2020-04-06 16:30:00,0,0,0,0,0,0,6
2711,2020-04-06 16:30:00,0,0,0,0,1,0,6
2712,2020-04-06 16:30:00,1,0,1,0,0,0,6
2713,2020-04-06 16:30:00,0,0,0,0,1,0,6
2714,2020-04-06 16:30:00,0,0,0,0,1,0,6
2715,2020-04-06 16:30:00,0,0,3,-1,3,0,8
2716,2020-04-06 16:30:00,2,0,2,-1,3,0,8
2717,2020-04-06 16:30:00,0,0,2,-1,2,1,8
2718,2020-04-06 16:30:00,0,0,3,-1,4,0,8
2719,2020-04-06 16:30:00,0,1,1,-1,3,0,8
2720,2020-04-06 16:30:00,0,0,2,-1,2,0,8
2721,2020-04-06 16:30:00,0,0,1,-1,4,0,8
2722,2020-04-06 16:30:00,0,0,2,-1,3,0,8
2723,2020-04-06 16:30:00,0,1,2,-1,4,0,8
2724,2020-04-06 16:30:00,0,1,2,-1,2,0,8
2725,2020-04-06 16:30:00,0,1,1,-1,3,0,8
2726,2020-04-06 16:30:00,0,1,1,-1,3,0,8
2727,2020-04-06 16:30:00,0,0,3,-1,4,0,8
2728,2020-04-06 16:30:00,0,0,3,-1,3,0,8
2729,2020-04-06 16:30:00,0,0,2,-1,3,0,8
2730,2020-04-06 16:30:00,0,0,1,-1,4,0,8
2731,2020-04-06 16:30:00,1,0,0,0,2,1,9
2732,2020-04-06 16:30:00,0,0,1,1,3,0,9
2733,2020-04-06 16:30:00,0,0,0,1,2,0,9
2734,2020-04-06 16:30:00,0,0,1,0,4,1,9
2735,2020-04-06 16:30:00,0,1,2,0,3,-1,9
2736,2020-04-06 16:30:00,0,0,1,0,2,1,9
2737,2020-04-06 16:30:00,0,0,1,0,3,1,9
2738,2020-04-06 16:30:00,0,0,2,1,2,0,9
2739,2020-04-06 16:30:00,0,0,2,1,3,0,9
2740,2020-04-06 16:30:00,0,0,1,2,3,0,9
2741,2020-04-06 16:30:00,0,0,1,1,3,0,9
2742,2020-04-06 16:30:00,0,0,0,0,3,0,9
2743,2020-04-06 16:30:00,1,0,1,1,3,0,9
2744,2020-04-06 16:30:00,0,0,4,-1,4,1,10
2745,2020-04-06 16:30:00,0,0,3,-1,5,0,10
2746,2020-04-06 16:30:00,1,0,2,-1,3,0,10
2747,2020-04-06 16:30:00,1,1,3,-1,4,0,10
2748,2020-04-06 16:30:00,0,0,4,-1,5,0,10
2749,2020-04-06 16:30:00,1,0,0,1,1,0,11
2750,2020-04-06 16:30:00,0,1,1,1,0,1,11
2751,2020-04-06 16:30:00,0,0,3,-1,3,0,13
2752,2020-04-06 16:30:00,0,0,5,-1,2,0,13
2753,2020-04-06 16:30:00,0,0,4,-1,2,0,13
2754,2020-04-06 16:30:00,0,0,4,-1,2,1,13
2755,2020-04-06 16:30:00,0,0,2,-1,3,0,14
2756,2020-04-06 16:30:00,1,0,0,-1,3,1,14
2757,2020-04-06 16:30:00,0,0,0,-1,2,0,14
2758,2020-04-06 16:30:00,0,0,1,-1,3,1,14
2759,2020-04-06 16:30:00,1,0,0,-1,1,0,15
2760,2020-04-06 16:30:00,0,0,0,-1,2,0,15
2761,2020-04-06 16:30:00,0,1,2,0,0,0,16
2762,2020-04-06 16:30:00,0,1,0,-1,1,0,17
2763,2020-04-06 16:30:00,2,0,0,-1,4,0,19
2764,2020-04-06 16:30:00,2,0,0,-1,1,0,19
2765,2020-04-06 16:30:00,3,0,0,-1,4,0,19
2766,2020-04-06 16:30:00,3,0,0,-1,3,0,19
2767,2020-04-06 16:30:00,3,2,0,-1,2,0,19
2768,2020-04-06 16:30:00,2,0,0,-1,3,0,19
2769,2020-04-06 16:35:00,5,2,8,8,8,0,1
2770,2020-04-06 16:35:00,0,3,8,-1,1,-1,4
2771,2020-04-06 16:35:00,3,2,2,2,8,-1,6
2772,2020-04-06 16:35:00,7,8,6,-1,10,-1,8
2773,2020-04-06 16:35:00,2,6,4,8,7,-1,9
2774,2020-04-06 16:35:00,5,3,1,7,3,1,9
2775,2020-04-06 16:35:00,3,10,2,-1,6,-1,19
2776,2020-04-06 16:35:00,1,10,0,-1,10,1,19
2777,2020-04-06 16:35:00,2,4,3,4,2,0,3
2778,2020-04-06 16:35:00,2,2,2,2,4,1,3
2779,2020-04-06 16:35:00,0,0,0,-1,1,3,4
2780,2020-04-06 16:35:00,0,2,0,0,1,0,5
2781,2020-04-06 16:35:00,1,0,2,-1,4,1,8
2782,2020-04-06 16:35:00,1,1,1,0,2,0,9
2783,2020-04-06 16:35:00,0,0,1,0,2,0,9
2784,2020-04-06 16:35:00,0,0,4,1,2,0,13
2785,2020-04-06 16:35:00,0,0,1,1,0,0,16
2786,2020-04-06 16:35:00,2,0,0,-1,2,0,18
2787,2020-04-06 16:35:00,2,0,0,-1,2,0,18
2788,2020-04-06 16:35:00,2,0,1,-1,2,0,18
2789,2020-04-06 16:35:00,0,1,0,-1,1,0,2
2790,2020-04-06 16:35:00,0,1,1,-1,0,0,2
2791,2020-04-06 16:35:00,0,0,1,-1,1,0,2
2792,2020-04-06 16:35:00,0,0,0,-1,1,0,2
2793,2020-04-06 16:35:00,0,1,0,-1,1,0,2
2794,2020-04-06 16:35:00,0,0,1,-1,0,0,2
2795,2020-04-06 16:35:00,0,0,0,-1,1,1,2
2796,2020-04-06 16:35:00,4,3,3,2,4,1,3
2797,2020-04-06 16:35:00,2,3,3,2,3,0,3
2798,2020-04-06 16:35:00,2,3,3,3,3,1,3
2799,2020-04-06 16:35:00,2,3,4,1,2,0,3
2800,2020-04-06 16:35:00,2,2,1,2,5,1,3
2801,2020-04-06 16:35:00,4,3,3,3,3,-1,3
2802,2020-04-06 16:35:00,3,2,3,2,5,-1,3
2803,2020-04-06 16:35:00,3,3,4,2,4,1,3
2804,2020-04-06 16:35:00,0,0,1,-1,0,-1,4
2805,2020-04-06 16:35:00,2,0,0,-1,2,-1,4
2806,2020-04-06 16:35:00,1,2,0,0,0,0,5
2807,2020-04-06 16:35:00,1,0,0,0,1,0,6
2808,2020-04-06 16:35:00,0,0,0,0,0,0,6
2809,2020-04-06 16:35:00,1,0,0,1,0,1,6
2810,2020-04-06 16:35:00,0,0,0,1,1,0,6
2811,2020-04-06 16:35:00,0,0,0,1,0,1,6
2812,2020-04-06 16:35:00,0,0,0,0,1,0,6
2813,2020-04-06 16:35:00,0,0,1,1,2,0,6
2814,2020-04-06 16:35:00,0,0,0,0,2,0,6
2815,2020-04-06 16:35:00,0,0,0,0,1,0,6
2816,2020-04-06 16:35:00,0,0,0,0,1,0,6
2817,2020-04-06 16:35:00,0,0,0,0,1,0,6
2818,2020-04-06 16:35:00,0,0,0,0,1,0,6
2819,2020-04-06 16:35:00,0,0,1,1,2,0,6
2820,2020-04-06 16:35:00,0,1,4,-1,3,0,8
2821,2020-04-06 16:35:00,0,1,2,-1,3,0,8
2822,2020-04-06 16:35:00,0,0,1,-1,3,1,8
2823,2020-04-06 16:35:00,0,1,2,-1,2,0,8
2824,2020-04-06 16:35:00,0,0,2,-1,3,0,8
2825,2020-04-06 16:35:00,1,0,1,-1,2,1,8
2826,2020-04-06 16:35:00,0,0,2,-1,4,0,8
2827,2020-04-06 16:35:00,1,0,3,-1,3,0,8
